amount,time,category,age,location,previous_trans,is_fraud
26.18,23,utilities,28,Dallas,7,0
9.48,9,dining,79,San Diego,12,0
65.66,19,gas,47,Philadelphia,12,0
22.25,2,dining,74,Phoenix,12,0
17.77,18,gas,63,Phoenix,15,0
92.19,4,gas,87,Phoenix,13,0
34.31,2,dining,83,New York,16,0
61.56,7,groceries,72,Phoenix,14,0
10.2,4,gas,75,Chicago,13,0
6.14,11,groceries,27,Philadelphia,20,0
37.66,13,travel,21,Dallas,17,0
22.59,6,groceries,90,Chicago,14,0
70.23,10,travel,79,New York,14,0
30.09,7,groceries,60,San Diego,17,0
42.36,4,entertainment,59,Dallas,20,0
4.72,7,travel,41,San Jose,17,0
319.3,11,entertainment,22,Houston,13,0
27.19,14,gas,85,San Jose,14,0
76.49,18,entertainment,62,Phoenix,10,0
12.14,15,travel,76,Chicago,19,0
47.92,13,utilities,82,San Diego,17,0
6.94,6,gas,80,Chicago,17,0
56.97,7,gas,84,Houston,17,0
21.6,6,electronics,66,San Jose,21,0
34.3,17,groceries,49,San Antonio,11,0
76.52,23,dining,67,Los Angeles,18,0
7.55,5,groceries,75,New York,10,0
14.56,18,dining,69,Houston,15,0
57.33,3,utilities,40,San Diego,20,0
410.7,22,electronics,47,New York,22,0
28.06,2,utilities,87,San Jose,10,0
67.31,16,electronics,88,Chicago,15,0
29.13,21,travel,47,Houston,8,0
340.6,18,travel,54,Houston,19,0
4.07,14,dining,65,Chicago,11,0
37.1,5,entertainment,49,Chicago,16,0
4.71,11,entertainment,87,San Antonio,19,0
1.64,18,dining,52,San Diego,10,0
47.32,5,travel,85,San Jose,19,0
39.15,10,dining,49,Houston,9,0
23.53,19,entertainment,76,San Diego,8,0
29.15,19,dining,52,San Diego,15,0
1363.7,9,travel,33,Philadelphia,17,1
24.29,15,utilities,69,New York,12,0
61.08,17,groceries,83,San Antonio,12,0
15.19,13,travel,23,San Antonio,18,0
47.19,3,dining,31,Phoenix,17,0
24.88,11,travel,46,Philadelphia,13,0
20.23,19,travel,43,Dallas,14,0
293.74,22,entertainment,35,Chicago,12,0
136.0,20,dining,21,Houston,13,0
39.02,7,entertainment,74,Dallas,20,0
2.09,6,dining,70,San Jose,19,0
21.47,8,entertainment,42,Los Angeles,20,0
848.64,23,entertainment,64,Dallas,16,0
25.11,16,utilities,69,Phoenix,16,0
124.44,9,travel,51,Chicago,11,0
186.85,2,utilities,33,San Diego,16,0
43.07,20,entertainment,53,Dallas,15,0
12.06,7,utilities,45,New York,15,0
1.78,13,gas,82,Phoenix,18,0
75.26,6,gas,89,Dallas,16,0
12.46,15,travel,70,Los Angeles,13,0
40.91,17,travel,59,New York,8,0
7.39,10,entertainment,36,San Diego,15,0
24.09,5,travel,61,Philadelphia,13,0
34.48,19,utilities,47,Los Angeles,22,0
45.71,20,electronics,61,Chicago,13,0
8.69,13,travel,44,Phoenix,13,0
139.25,20,utilities,90,New York,16,0
16.18,12,gas,51,Los Angeles,14,0
4.44,3,gas,41,New York,17,0
29.05,19,utilities,73,San Antonio,14,0
34.51,19,gas,24,San Antonio,16,0
40.15,10,utilities,85,San Jose,18,0
169.79,17,travel,68,Phoenix,17,0
24.93,0,electronics,25,San Jose,13,0
28.69,11,entertainment,73,Philadelphia,11,0
8.81,17,entertainment,75,Chicago,18,0
88.65,6,travel,86,Los Angeles,17,0
41.31,11,travel,25,San Jose,7,0
20.0,0,gas,83,Dallas,13,0
3.37,21,groceries,41,Los Angeles,13,0
187.41,3,dining,59,New York,18,0
7.59,17,electronics,71,Dallas,14,0
16.29,14,utilities,33,San Diego,12,0
50.91,2,dining,21,San Diego,15,0
7.88,6,utilities,76,San Antonio,14,0
5.52,5,dining,63,Dallas,12,0
2.59,14,entertainment,30,Chicago,8,0
78.66,14,dining,54,San Diego,27,0
17.21,5,travel,71,New York,15,0
1110.68,7,electronics,66,New York,22,0
10.04,7,entertainment,75,Philadelphia,18,0
10.96,21,gas,36,San Diego,14,0
16.8,0,dining,35,San Diego,15,0
44.33,12,electronics,77,San Jose,9,0
18.84,22,travel,34,New York,13,0
69.05,23,gas,28,New York,11,0
10.23,20,utilities,32,Dallas,19,0
6.31,12,gas,89,Dallas,15,0
3.83,10,groceries,34,San Antonio,14,0
2.3,3,electronics,22,New York,17,0
17.78,6,utilities,78,San Jose,14,0
23.08,11,electronics,21,Los Angeles,18,0
15.52,12,electronics,73,San Diego,16,0
147.24,21,electronics,65,San Diego,18,0
144.55,11,travel,65,Phoenix,14,0
22.16,15,entertainment,52,Los Angeles,11,0
3.85,5,electronics,50,Chicago,19,0
16.78,13,travel,38,Phoenix,27,0
16.12,18,groceries,22,Chicago,17,0
15.05,15,entertainment,81,San Jose,18,0
14.34,3,travel,86,New York,17,0
15.12,4,gas,38,Philadelphia,14,0
20.82,8,groceries,49,Phoenix,16,0
15.45,23,gas,35,Chicago,13,0
42.52,2,entertainment,75,Dallas,18,0
51.03,21,travel,41,San Jose,15,0
11.1,9,groceries,22,San Diego,9,0
152.21,16,travel,70,San Antonio,12,0
10.22,18,groceries,90,Los Angeles,16,0
4.75,9,electronics,72,San Jose,13,0
52.3,11,electronics,22,Phoenix,21,0
12.42,22,entertainment,86,Phoenix,21,0
48.69,6,groceries,58,Philadelphia,21,1
1.85,17,electronics,24,Philadelphia,21,0
176.08,18,entertainment,18,Chicago,18,0
74.2,14,utilities,69,Houston,19,0
5.47,6,electronics,43,New York,18,0
5.62,11,electronics,80,New York,15,0
246.34,21,dining,29,Phoenix,19,0
13.67,6,travel,87,Houston,20,0
12.17,9,utilities,36,San Antonio,19,0
2.18,23,groceries,21,San Antonio,10,0
21.74,21,entertainment,22,Houston,14,0
25.2,19,utilities,71,San Jose,15,0
78.15,9,groceries,87,Los Angeles,15,0
6.18,22,electronics,74,San Jose,16,0
5.34,4,gas,69,Houston,16,0
56.89,17,dining,35,San Diego,16,0
110.84,8,gas,81,Los Angeles,17,0
5.03,15,entertainment,27,Phoenix,17,0
121.25,6,entertainment,40,San Antonio,11,0
34.64,9,utilities,85,San Jose,19,0
122.75,4,travel,69,Philadelphia,18,0
30.44,6,groceries,64,Dallas,9,0
1.61,4,dining,87,Los Angeles,21,0
27.6,14,dining,43,Houston,19,0
118.18,18,gas,87,San Antonio,16,0
11.33,9,utilities,60,San Diego,17,0
20.79,7,travel,86,Phoenix,10,0
26.81,23,travel,80,Phoenix,11,0
1.02,8,travel,83,Houston,16,0
246.07,10,entertainment,80,Dallas,18,0
11.23,21,groceries,30,San Jose,11,0
60.76,1,groceries,68,Houston,21,0
29.84,2,gas,22,Chicago,18,0
149.78,12,utilities,64,Dallas,16,0
53.91,10,electronics,53,San Antonio,14,0
24.98,9,utilities,53,Dallas,15,0
11.33,14,groceries,67,Houston,14,0
86.26,5,gas,73,Chicago,12,0
3.5,0,entertainment,36,San Jose,24,0
71.89,13,utilities,37,San Diego,13,0
8.86,17,gas,39,Houston,18,0
148.82,23,electronics,48,San Jose,19,0
40.19,10,dining,79,Chicago,10,0
71.73,7,utilities,61,Houston,11,0
36.54,21,gas,85,Los Angeles,8,0
4.04,2,travel,84,Houston,12,0
11.79,13,electronics,66,San Antonio,17,0
74.21,1,travel,76,Chicago,16,0
40.45,15,entertainment,21,New York,20,0
136.62,5,groceries,56,San Jose,12,0
53.73,0,utilities,24,San Diego,9,0
10.38,13,gas,88,Philadelphia,14,0
12.74,9,utilities,66,Chicago,19,0
37.47,5,travel,32,San Diego,13,0
2.06,8,travel,24,Philadelphia,17,0
246.69,6,groceries,64,New York,12,0
56.27,1,gas,85,Dallas,14,0
144.38,10,utilities,62,Dallas,21,0
4.97,13,gas,36,Dallas,18,0
147.45,4,groceries,64,Philadelphia,8,0
481.93,8,travel,70,Philadelphia,11,0
6.79,6,dining,44,Houston,7,0
83.57,13,gas,22,San Diego,21,0
33.16,15,travel,77,Dallas,17,0
5.19,21,electronics,79,San Antonio,12,0
59.83,15,travel,76,San Antonio,20,0
90.05,6,travel,78,Los Angeles,16,0
16.1,9,gas,73,Los Angeles,16,0
134.17,20,dining,64,San Jose,23,0
4.48,5,groceries,65,Los Angeles,17,0
5.51,16,electronics,27,Houston,12,0
39.01,0,electronics,49,Dallas,8,0
34.14,1,utilities,82,Phoenix,12,0
14.01,13,dining,41,Los Angeles,18,0
87.49,3,entertainment,46,Houston,23,0
62.62,8,utilities,24,San Antonio,13,0
92.74,22,utilities,34,Phoenix,19,0
28.57,5,utilities,42,San Diego,19,0
68.24,16,electronics,53,New York,11,0
19.4,20,groceries,78,Phoenix,13,0
389.39,10,gas,88,Houston,19,0
12.49,3,travel,52,Chicago,11,0
414.2,20,electronics,67,San Antonio,20,0
34.53,8,travel,73,San Jose,12,0
6.36,15,travel,82,New York,17,0
171.01,2,entertainment,58,Philadelphia,15,0
38.52,3,gas,42,San Diego,10,0
91.96,23,utilities,51,Los Angeles,10,0
143.83,2,entertainment,25,Philadelphia,11,1
49.68,12,utilities,73,New York,24,0
16.27,18,electronics,47,Philadelphia,15,0
106.79,20,travel,85,Philadelphia,16,0
33.15,0,entertainment,38,Phoenix,19,0
75.42,22,dining,27,San Antonio,7,0
2.5,22,electronics,50,Phoenix,17,0
56.62,5,electronics,21,San Diego,15,0
15.39,21,dining,40,Los Angeles,18,0
240.8,2,utilities,86,Philadelphia,15,0
69.94,2,travel,70,Phoenix,10,0
44.16,15,utilities,22,San Jose,18,0
59.36,9,utilities,35,Los Angeles,18,0
9.99,16,electronics,34,San Antonio,15,0
232.27,6,utilities,75,Houston,11,0
361.28,12,groceries,84,Philadelphia,17,0
53.06,10,dining,89,Phoenix,11,0
223.29,9,gas,73,Houston,16,0
16.73,6,dining,57,Los Angeles,15,0
12.72,23,travel,19,San Antonio,13,0
34.78,5,dining,38,Phoenix,14,0
55.81,23,utilities,69,Chicago,10,0
20.64,0,utilities,41,Philadelphia,11,0
63.14,16,entertainment,70,San Diego,19,0
47.83,11,travel,55,San Jose,15,0
9.99,3,travel,37,San Jose,4,0
61.72,2,dining,67,Los Angeles,15,0
93.34,5,utilities,56,San Jose,14,0
40.68,15,groceries,77,Houston,17,0
132.05,12,entertainment,56,Chicago,16,0
7.68,8,groceries,88,San Antonio,22,0
58.06,10,utilities,50,San Jose,16,0
8.13,19,travel,46,San Diego,12,0
8.7,20,travel,27,San Diego,11,0
15.53,12,gas,84,Houston,15,0
10.69,22,groceries,20,San Jose,14,0
17.16,18,gas,48,Los Angeles,17,0
25.61,2,gas,44,Philadelphia,19,0
90.43,11,electronics,87,Chicago,17,0
22.52,18,utilities,44,San Diego,18,0
4.94,7,travel,26,Chicago,18,0
130.07,13,dining,23,Los Angeles,20,0
12.13,21,electronics,23,Dallas,19,0
30.86,8,travel,43,Dallas,11,0
56.59,23,dining,60,Dallas,13,0
42.08,16,travel,36,Chicago,18,0
123.1,5,electronics,33,Los Angeles,17,0
58.84,3,groceries,40,Houston,17,0
11.78,3,utilities,46,Los Angeles,18,0
452.27,18,gas,55,San Diego,20,0
41.81,11,electronics,76,San Jose,19,0
27.75,1,electronics,65,New York,14,0
105.29,16,gas,37,Los Angeles,16,0
44.67,14,travel,38,Philadelphia,8,0
53.47,9,dining,45,Dallas,20,1
658.93,2,gas,67,San Jose,20,1
23.8,19,electronics,50,Phoenix,10,0
22.62,3,utilities,57,Phoenix,15,0
38.09,21,gas,71,Chicago,12,0
119.8,0,gas,27,San Diego,17,0
5.43,0,groceries,51,Philadelphia,12,0
3.13,17,dining,90,San Jose,18,0
16.37,3,groceries,53,Los Angeles,10,0
4.66,22,groceries,24,Phoenix,14,0
19.89,21,utilities,33,Houston,13,0
60.52,14,travel,68,San Jose,18,0
11.37,22,dining,78,Dallas,13,0
5.98,20,dining,48,Houston,18,0
35.99,21,gas,49,San Diego,13,0
93.23,9,utilities,62,New York,17,0
4.33,16,dining,44,Phoenix,12,0
88.61,21,electronics,39,Dallas,14,0
88.3,11,entertainment,32,Chicago,14,0
104.05,19,gas,25,Philadelphia,15,0
142.9,11,entertainment,85,San Jose,23,0
465.18,15,entertainment,25,Philadelphia,11,0
21.6,4,groceries,33,Philadelphia,14,0
37.77,15,dining,65,Houston,15,0
20.09,16,gas,51,San Antonio,11,0
33.19,22,utilities,74,Chicago,9,0
208.4,14,dining,22,Philadelphia,6,0
6.59,12,utilities,61,San Jose,10,0
11.78,7,dining,88,Phoenix,21,0
172.88,20,gas,54,Chicago,10,0
112.62,1,gas,45,Los Angeles,11,0
21.42,7,groceries,85,New York,14,0
92.32,9,gas,55,San Diego,20,0
49.87,6,electronics,63,New York,11,0
200.4,9,entertainment,90,Phoenix,14,0
36.21,3,entertainment,43,Phoenix,22,0
113.38,10,dining,70,New York,8,0
788.72,8,groceries,80,Dallas,20,0
67.88,3,entertainment,80,Phoenix,11,0
35.13,2,dining,55,Dallas,21,0
78.8,10,gas,32,Philadelphia,17,0
21.36,2,travel,26,San Antonio,12,0
581.47,17,dining,39,San Antonio,7,0
41.1,18,utilities,87,Los Angeles,14,0
23.87,13,entertainment,73,Phoenix,13,0
12.15,23,entertainment,54,Los Angeles,18,0
123.55,10,travel,74,Houston,22,0
93.75,23,gas,77,Chicago,10,0
18.23,1,electronics,29,Philadelphia,13,0
66.14,1,dining,24,Phoenix,21,0
5.42,1,electronics,83,New York,12,0
41.35,9,dining,58,Los Angeles,17,0
57.01,22,travel,41,San Antonio,14,0
256.93,14,electronics,42,Dallas,10,0
13.13,21,groceries,79,New York,13,0
7.14,11,travel,61,Houston,12,0
11.31,10,gas,19,Chicago,12,0
6.66,16,dining,59,Phoenix,14,0
164.68,17,utilities,50,Phoenix,14,0
212.38,13,gas,34,San Jose,15,0
48.63,16,gas,80,San Jose,22,0
143.39,14,utilities,39,Los Angeles,19,0
38.89,11,utilities,18,Phoenix,18,0
29.54,15,dining,87,Houston,18,0
22.21,22,gas,71,New York,10,0
22.82,5,entertainment,31,New York,15,0
5.17,1,travel,70,New York,17,0
45.47,1,travel,23,San Diego,16,0
31.55,15,electronics,81,Chicago,19,0
81.0,1,travel,50,Dallas,11,0
37.05,7,gas,89,San Jose,19,0
27.24,6,travel,61,Los Angeles,16,0
11.64,0,gas,51,Dallas,25,0
36.11,3,electronics,51,Dallas,17,1
80.31,10,travel,41,Houston,7,0
8.4,19,travel,19,Houston,18,0
36.78,6,groceries,25,Houston,14,0
43.8,17,dining,42,New York,18,0
13.99,3,electronics,49,Phoenix,12,0
16.36,16,groceries,73,Philadelphia,16,0
43.67,10,entertainment,24,Houston,17,0
8.5,10,electronics,65,San Diego,10,0
50.4,19,gas,71,Chicago,13,0
11.31,10,dining,80,Dallas,15,0
118.56,14,travel,90,San Antonio,15,0
547.52,13,gas,19,San Diego,11,0
11.79,16,travel,52,San Antonio,22,0
62.87,1,groceries,39,Dallas,12,0
13.84,17,groceries,81,Los Angeles,13,0
115.49,15,entertainment,76,Houston,11,0
7.25,11,entertainment,66,Los Angeles,12,0
58.95,9,dining,69,San Diego,11,0
11.62,15,travel,38,Los Angeles,26,0
25.83,2,gas,29,San Diego,19,0
9.61,7,utilities,28,Philadelphia,13,0
88.84,21,gas,71,San Antonio,14,0
12.13,21,entertainment,87,Philadelphia,12,0
64.22,23,travel,31,Dallas,18,0
21.91,1,gas,50,Houston,16,0
28.87,21,gas,43,New York,18,0
39.54,0,entertainment,31,Dallas,17,0
13.27,13,gas,65,San Jose,16,0
42.62,3,gas,82,San Diego,16,0
207.76,3,electronics,63,New York,15,0
13.02,8,groceries,72,San Jose,14,0
135.12,2,travel,85,Philadelphia,13,0
199.88,4,gas,29,San Jose,13,0
12.44,0,entertainment,71,Houston,18,0
5.78,21,groceries,81,Los Angeles,20,0
47.58,18,gas,64,Chicago,13,0
17.17,0,gas,54,Dallas,11,0
311.79,9,utilities,58,Phoenix,15,0
34.53,21,entertainment,44,San Antonio,13,0
12.65,11,travel,59,Los Angeles,13,0
8.36,9,electronics,85,San Diego,18,0
122.47,1,groceries,46,Chicago,14,0
16.69,15,groceries,53,New York,16,0
34.9,7,electronics,74,San Diego,15,0
104.27,13,travel,29,Dallas,20,0
18.52,14,dining,62,San Diego,13,0
31.34,15,utilities,37,New York,12,0
32.46,10,dining,62,San Antonio,17,0
75.19,11,gas,40,San Antonio,20,0
67.28,1,electronics,79,Houston,17,0
25.43,3,utilities,51,San Diego,8,0
35.74,2,travel,38,Phoenix,11,0
21.2,8,entertainment,68,Houston,14,0
5.62,17,entertainment,26,Phoenix,13,0
45.11,18,dining,27,Los Angeles,9,0
320.74,6,travel,69,Houston,15,0
11.47,3,utilities,62,San Jose,17,0
13.1,5,dining,69,San Diego,16,0
11.65,18,electronics,47,San Antonio,18,0
79.0,0,dining,81,San Diego,10,0
56.72,15,travel,19,San Antonio,11,0
27.38,10,gas,66,San Antonio,13,0
11.01,21,travel,62,San Antonio,10,0
37.0,3,entertainment,34,Los Angeles,15,0
5.07,17,electronics,45,Chicago,17,0
39.33,22,entertainment,62,New York,13,0
94.24,4,utilities,34,Los Angeles,16,0
7.38,21,utilities,76,San Jose,9,0
5.26,5,groceries,31,Philadelphia,13,0
220.37,1,travel,27,Los Angeles,16,0
15.89,11,electronics,35,New York,15,0
129.43,21,electronics,52,San Diego,17,0
27.53,8,entertainment,65,Dallas,20,0
27.27,19,dining,75,San Antonio,16,0
56.04,11,dining,35,Chicago,14,0
11.46,12,entertainment,69,New York,15,0
38.82,21,gas,47,Houston,15,0
20.95,22,dining,54,San Jose,10,0
6.79,16,electronics,57,Chicago,14,0
49.65,4,entertainment,23,Chicago,11,0
24.14,19,dining,52,Los Angeles,12,0
27.43,12,groceries,43,San Jose,9,0
7.75,12,travel,47,Chicago,10,0
223.56,9,groceries,41,Phoenix,14,0
94.83,14,dining,72,Houston,15,0
105.32,14,utilities,26,New York,12,0
22.95,17,electronics,79,New York,19,0
4.16,17,groceries,35,New York,21,0
344.98,1,groceries,68,San Jose,10,0
30.77,22,entertainment,36,Dallas,14,0
13.48,10,entertainment,86,Dallas,16,0
54.61,12,entertainment,50,Dallas,20,0
134.36,10,dining,55,San Jose,21,0
32.21,3,gas,30,Houston,13,0
153.59,14,gas,66,Houston,11,0
121.46,21,utilities,90,San Jose,13,0
9.1,22,groceries,70,San Antonio,17,0
14.75,10,travel,18,Chicago,18,0
104.49,17,entertainment,29,San Jose,14,0
1.28,15,utilities,41,Chicago,18,0
27.68,9,dining,18,Houston,16,0
5.95,11,utilities,85,Philadelphia,12,0
18.69,12,entertainment,24,New York,18,0
23.14,8,electronics,86,Chicago,11,0
21.54,20,groceries,56,Phoenix,14,0
17.07,12,entertainment,49,Houston,15,0
8.88,5,travel,66,San Diego,15,0
518.16,5,groceries,48,Dallas,12,0
311.36,10,utilities,20,San Diego,15,0
8.21,18,gas,64,Dallas,11,0
221.08,10,travel,32,San Diego,15,0
20.5,9,groceries,68,San Jose,18,0
38.67,22,travel,38,New York,13,0
30.69,14,utilities,58,San Antonio,17,0
15.0,12,entertainment,20,Dallas,14,0
107.84,22,gas,18,New York,16,0
38.52,7,travel,38,San Jose,25,0
18.69,4,entertainment,38,New York,16,0
6.92,1,gas,66,San Jose,16,0
11.33,15,utilities,82,Los Angeles,14,0
4.62,12,gas,58,Phoenix,15,0
33.6,18,utilities,84,San Diego,9,0
7.88,8,travel,59,San Diego,17,0
24.08,14,travel,86,San Jose,18,0
171.42,5,utilities,74,Houston,14,0
139.65,7,travel,60,San Antonio,15,0
31.86,23,travel,29,San Antonio,17,0
29.83,13,travel,81,Dallas,13,0
316.03,4,dining,68,Dallas,20,0
61.86,16,travel,90,Chicago,11,0
22.35,21,groceries,77,San Diego,23,0
5.98,6,utilities,88,Phoenix,12,0
53.13,8,utilities,45,Phoenix,25,0
89.59,15,electronics,88,San Diego,12,0
15.52,17,entertainment,31,Philadelphia,14,0
46.97,12,electronics,49,San Jose,19,0
21.41,17,travel,25,San Jose,11,0
26.55,9,travel,44,New York,9,0
1.67,0,gas,67,Houston,14,0
25.38,20,groceries,76,Dallas,5,0
105.98,17,groceries,74,Phoenix,16,0
15.52,18,groceries,20,Houston,14,0
35.27,1,groceries,44,San Jose,23,0
13.37,3,groceries,51,New York,16,0
51.04,10,groceries,43,Dallas,18,0
25.54,2,groceries,57,San Diego,15,0
10.73,8,groceries,49,Chicago,23,0
163.87,9,gas,58,Dallas,23,0
100.96,1,dining,19,New York,6,0
16.02,6,groceries,89,Houston,7,0
60.18,14,utilities,24,Phoenix,9,0
63.11,18,groceries,36,Houston,21,0
71.58,9,entertainment,50,Houston,15,0
4.34,23,groceries,19,Dallas,9,0
110.82,19,dining,84,Phoenix,15,0
16.72,13,gas,32,New York,18,1
21.55,3,travel,38,San Antonio,13,0
784.82,10,dining,76,Philadelphia,17,0
47.57,2,dining,56,Dallas,16,0
20.83,22,travel,37,Houston,19,0
2.35,16,groceries,18,San Jose,16,0
175.51,6,gas,90,Philadelphia,21,0
6.59,10,gas,26,San Jose,10,0
9.93,17,groceries,68,San Antonio,11,0
22.25,13,travel,55,Houston,14,0
181.22,13,entertainment,32,Dallas,27,0
83.75,5,electronics,58,New York,13,0
27.4,8,utilities,64,New York,22,0
47.94,21,travel,43,Chicago,12,0
16.11,2,groceries,71,Dallas,14,0
39.16,16,utilities,87,Phoenix,14,0
36.16,11,groceries,56,New York,15,0
105.9,3,electronics,34,Phoenix,11,0
105.7,19,electronics,87,Philadelphia,21,0
59.91,15,travel,26,Houston,13,0
21.44,23,utilities,63,San Antonio,21,0
80.66,9,dining,23,Chicago,16,0
29.66,6,gas,85,Phoenix,12,0
9.04,9,gas,33,Philadelphia,11,0
20.41,6,utilities,46,San Antonio,11,0
36.65,22,dining,58,San Jose,19,0
98.72,17,electronics,85,Los Angeles,9,0
26.57,8,groceries,79,Phoenix,16,0
7.76,21,gas,57,San Antonio,25,0
35.45,17,dining,79,San Antonio,18,0
37.95,16,dining,41,Chicago,14,0
41.39,10,travel,23,San Diego,13,0
99.87,0,entertainment,57,New York,11,0
112.47,16,electronics,87,Houston,13,0
16.23,3,dining,75,Chicago,17,0
15.81,3,electronics,31,Houston,17,0
9.5,13,travel,62,Dallas,12,0
76.6,8,groceries,23,San Diego,14,0
188.4,12,utilities,40,Houston,19,0
22.69,15,electronics,79,San Diego,15,0
24.79,0,travel,34,New York,11,0
192.51,2,travel,87,San Diego,13,0
60.74,18,travel,45,San Jose,11,0
55.9,7,gas,30,Los Angeles,11,0
7.93,17,gas,46,Philadelphia,16,0
74.77,5,gas,62,Philadelphia,6,0
10.86,19,utilities,37,Chicago,18,0
8.49,5,gas,75,Phoenix,9,0
21.84,4,electronics,71,Los Angeles,13,0
16.4,11,dining,81,San Diego,10,0
25.38,8,travel,69,San Diego,12,0
5.88,8,utilities,60,Phoenix,18,0
104.65,16,gas,35,San Antonio,17,0
128.15,18,groceries,71,San Diego,13,0
3.2,16,entertainment,77,Houston,17,1
107.14,21,electronics,88,Los Angeles,15,0
12.52,15,utilities,18,Phoenix,12,0
92.61,11,entertainment,54,San Antonio,12,0
30.5,2,entertainment,66,Houston,8,0
34.28,13,gas,52,Houston,10,0
26.52,16,utilities,84,Houston,24,0
141.82,21,dining,52,Dallas,18,0
7.48,15,dining,26,Dallas,18,0
68.68,20,utilities,54,San Jose,13,0
124.16,11,utilities,77,San Diego,19,0
78.23,23,travel,73,San Diego,14,0
538.96,1,groceries,29,San Antonio,20,0
17.55,7,dining,88,New York,15,0
104.46,11,travel,88,San Diego,15,0
29.16,20,entertainment,21,Houston,18,0
145.49,15,entertainment,78,New York,20,0
32.81,7,entertainment,62,New York,19,0
20.79,15,utilities,67,Chicago,18,0
158.74,9,electronics,67,Chicago,18,0
18.36,19,travel,65,San Jose,8,0
6.08,14,electronics,40,New York,11,0
17.81,3,gas,25,San Diego,12,0
69.61,14,groceries,46,Houston,20,0
175.99,3,groceries,60,Houston,13,0
37.84,10,travel,70,Philadelphia,17,0
161.07,5,entertainment,23,Dallas,13,0
6.49,3,gas,41,Dallas,16,0
19.45,8,dining,31,San Diego,12,0
23.42,8,groceries,69,New York,19,0
28.86,2,electronics,87,San Jose,15,0
36.63,22,electronics,21,San Jose,19,0
75.88,4,dining,75,Los Angeles,12,0
19.42,14,utilities,54,Chicago,16,0
39.13,8,entertainment,65,Phoenix,10,0
31.37,1,utilities,56,Phoenix,23,0
10.9,2,travel,83,San Jose,22,0
28.89,20,groceries,30,San Diego,12,0
27.87,11,dining,83,Los Angeles,17,0
27.16,15,dining,77,Los Angeles,12,0
34.4,4,dining,58,San Diego,14,0
36.26,9,utilities,49,New York,12,0
19.71,14,utilities,69,Dallas,18,0
152.51,13,travel,22,Los Angeles,11,0
8.14,13,electronics,84,Phoenix,16,0
13.94,22,electronics,83,Chicago,20,0
930.72,12,gas,69,Phoenix,14,0
9.53,15,travel,66,San Diego,8,0
6.52,7,dining,46,San Diego,15,0
79.95,7,electronics,55,Philadelphia,23,0
2.74,16,travel,87,Dallas,18,1
24.97,16,electronics,25,San Antonio,15,0
434.85,2,gas,76,Los Angeles,11,0
5.19,0,travel,72,New York,18,0
3.07,16,electronics,19,San Diego,16,0
5.48,23,dining,43,New York,16,0
97.32,15,utilities,80,San Diego,19,0
127.71,16,utilities,34,Dallas,16,0
17.9,1,gas,76,New York,14,0
75.18,13,dining,33,San Antonio,13,0
175.62,6,electronics,75,Phoenix,13,0
282.82,18,dining,81,San Diego,13,0
24.64,0,travel,67,Houston,11,0
2.09,16,utilities,43,Los Angeles,14,0
12.37,9,groceries,34,San Antonio,12,0
19.84,5,gas,63,San Antonio,12,0
24.27,6,electronics,85,San Diego,15,0
26.43,5,groceries,67,Dallas,11,0
126.81,4,groceries,60,Philadelphia,11,0
152.83,1,gas,65,Chicago,13,0
26.95,17,entertainment,85,Phoenix,13,0
123.74,23,groceries,36,Chicago,15,0
50.87,16,groceries,42,San Jose,15,0
35.78,23,dining,89,Dallas,22,0
98.28,22,entertainment,35,Phoenix,23,0
36.11,6,entertainment,68,San Antonio,13,0
391.26,20,entertainment,35,San Jose,19,0
5.89,18,gas,75,San Antonio,16,0
17.85,6,travel,81,San Antonio,16,0
28.45,22,entertainment,88,San Jose,17,0
56.11,6,dining,74,Houston,12,0
151.65,15,travel,34,Houston,20,0
32.16,11,electronics,76,Chicago,17,0
6.01,14,travel,84,Houston,14,0
91.01,14,electronics,32,Dallas,10,0
81.94,10,entertainment,43,Phoenix,11,0
3.22,1,entertainment,65,Philadelphia,8,0
32.96,2,electronics,31,Houston,16,0
4.91,18,utilities,26,New York,10,0
14.92,19,dining,24,San Antonio,14,0
11.21,14,travel,72,San Antonio,2,0
87.45,15,dining,29,Philadelphia,14,0
38.1,0,dining,34,Houston,9,0
7.08,14,groceries,90,San Jose,13,0
95.21,11,entertainment,25,San Diego,16,0
5.93,6,travel,59,San Diego,8,0
49.21,6,dining,54,New York,13,0
12.47,10,travel,37,Dallas,12,0
21.35,19,dining,18,San Diego,9,0
60.65,10,entertainment,26,Los Angeles,16,0
61.91,16,dining,41,Dallas,21,0
164.74,2,electronics,51,Houston,14,0
30.0,15,entertainment,53,San Jose,18,0
47.83,4,travel,21,Philadelphia,17,0
19.58,1,gas,46,Los Angeles,6,0
41.2,22,utilities,33,San Jose,17,0
56.11,6,dining,25,Houston,17,0
29.43,9,electronics,56,Los Angeles,12,0
3.8,4,entertainment,75,Dallas,12,0
49.29,14,groceries,29,Dallas,6,0
51.29,11,gas,61,Phoenix,15,0
14.64,9,gas,21,Chicago,11,0
7.09,21,entertainment,42,Chicago,15,0
194.62,16,gas,87,New York,11,0
59.72,19,travel,84,San Diego,23,0
25.16,19,travel,56,Chicago,14,0
8.46,10,groceries,41,Houston,13,0
12.35,7,electronics,23,Los Angeles,16,0
158.08,14,travel,89,San Diego,16,0
39.06,1,electronics,50,Chicago,19,0
