amount,time,category,age,location,previous_trans,is_fraud
7.85,23,utilities,40,Houston,24,0
17.39,7,groceries,63,Phoenix,16,1
5.99,19,groceries,45,Phoenix,15,0
36.6,16,travel,43,Los Angeles,18,0
92.83,12,travel,27,San Diego,14,0
67.95,0,entertainment,64,Los Angeles,20,1
16.23,1,groceries,21,Houston,21,0
89.19,14,entertainment,72,Phoenix,19,0
23.3,11,utilities,83,New York,26,0
14.34,13,electronics,84,Philadelphia,14,0
10.88,1,groceries,24,Los Angeles,21,0
14.84,17,dining,72,Phoenix,18,0
13.62,21,gas,48,Philadelphia,11,0
23.82,6,utilities,36,San Diego,12,0
23.58,22,groceries,45,Dallas,24,0
20.15,5,gas,45,Philadelphia,12,0
31.09,13,dining,36,Phoenix,17,0
66.07,7,travel,37,Houston,17,0
51.91,21,entertainment,30,Los Angeles,23,0
4.55,1,travel,60,Los Angeles,19,0
1.56,16,electronics,28,San Antonio,24,0
51.13,4,travel,65,Phoenix,27,0
5.12,13,groceries,32,San Antonio,17,0
16.04,23,dining,34,New York,23,0
6.23,19,travel,71,New York,14,0
3.31,20,groceries,67,Phoenix,15,0
34.52,20,electronics,45,Los Angeles,15,0
42.91,21,gas,21,San Diego,16,0
11.29,2,dining,39,Chicago,25,1
1.51,4,travel,56,New York,21,0
11.63,15,entertainment,51,Los Angeles,21,0
29.72,17,entertainment,61,San Jose,26,0
4.58,16,dining,59,San Jose,18,0
24.13,10,entertainment,57,San Antonio,22,0
19.78,16,travel,29,Philadelphia,19,0
35.85,15,travel,19,San Diego,15,0
22.64,22,dining,45,San Antonio,12,0
7.59,1,travel,84,San Jose,17,0
66.46,3,gas,88,San Diego,23,1
17.14,20,groceries,89,Chicago,23,0
19.54,6,electronics,27,Philadelphia,20,0
7.9,1,gas,74,San Antonio,25,0
12.89,5,gas,54,San Jose,17,0
8.29,16,entertainment,81,New York,22,0
16.9,6,groceries,57,New York,9,0
111.24,4,dining,77,San Antonio,18,0
5.09,4,entertainment,65,Chicago,17,0
4.0,19,groceries,36,Chicago,15,0
87.46,15,travel,89,Phoenix,28,0
16.29,18,dining,50,Philadelphia,16,0
10.29,8,dining,61,Los Angeles,28,0
56.82,4,entertainment,54,Chicago,24,0
10.96,7,travel,53,Philadelphia,25,0
124.71,8,entertainment,38,Chicago,17,0
39.56,4,utilities,19,Phoenix,16,0
12.33,9,groceries,48,Dallas,15,0
173.7,1,utilities,47,Chicago,18,0
10.96,8,groceries,61,Philadelphia,9,0
42.19,10,electronics,29,Phoenix,26,0
27.09,3,gas,68,Phoenix,19,0
73.83,21,dining,66,Philadelphia,18,0
95.73,21,entertainment,41,Philadelphia,19,0
20.74,21,electronics,41,New York,21,0
9.46,1,electronics,77,Dallas,17,0
31.82,22,dining,28,Phoenix,16,0
10.2,5,dining,30,New York,20,0
150.41,13,groceries,89,San Diego,30,0
23.02,0,utilities,89,San Antonio,18,0
13.94,17,travel,81,San Antonio,15,0
24.16,6,groceries,37,Phoenix,24,0
5.22,0,travel,89,New York,20,1
7.6,0,electronics,90,Dallas,21,0
66.71,0,travel,88,Dallas,21,0
10.41,23,utilities,45,San Diego,22,0
7.05,3,groceries,19,Phoenix,21,0
34.35,3,dining,60,Chicago,18,0
65.74,17,utilities,25,San Diego,26,0
41.22,10,gas,30,New York,28,0
54.38,0,utilities,52,Chicago,19,0
9.42,9,gas,40,San Antonio,15,0
4.85,8,groceries,63,Houston,22,0
90.14,22,dining,32,San Antonio,27,0
14.55,3,utilities,19,Phoenix,20,0
15.63,5,gas,78,Philadelphia,23,0
75.81,15,dining,81,San Antonio,21,0
35.03,1,entertainment,69,San Jose,29,1
31.69,22,entertainment,53,San Antonio,21,0
175.04,17,entertainment,84,San Antonio,20,0
10.55,9,travel,86,San Antonio,20,0
50.8,23,utilities,84,San Antonio,20,0
21.26,23,groceries,64,Chicago,16,0
26.27,16,groceries,19,Chicago,20,0
92.62,12,travel,61,San Antonio,13,1
33.38,23,groceries,81,Los Angeles,25,0
34.41,17,gas,45,Los Angeles,23,0
58.7,21,entertainment,71,Chicago,19,0
13.94,12,utilities,84,Houston,26,0
8.68,16,groceries,53,Philadelphia,23,0
7.07,4,groceries,80,San Diego,18,0
2.81,10,electronics,42,San Jose,21,0
156.99,6,electronics,65,San Jose,18,0
6.66,9,electronics,56,San Antonio,28,1
16.1,16,utilities,64,Houston,21,0
15.23,14,entertainment,38,Los Angeles,24,0
27.31,17,dining,47,Los Angeles,22,0
45.41,22,entertainment,48,Houston,25,0
47.49,21,entertainment,43,Philadelphia,19,0
11.21,18,utilities,39,Chicago,18,0
16.99,1,gas,38,Philadelphia,14,0
26.64,3,gas,18,Phoenix,12,0
15.66,2,utilities,54,Phoenix,13,0
100.22,6,electronics,63,Los Angeles,17,0
32.82,23,groceries,26,San Diego,26,0
41.88,17,travel,34,Phoenix,17,0
38.97,9,travel,64,Los Angeles,24,0
64.94,6,dining,76,San Antonio,21,0
24.07,7,groceries,71,Dallas,21,0
5.49,5,dining,29,Dallas,17,1
29.95,21,electronics,81,New York,23,0
10.47,0,dining,23,San Antonio,20,0
11.84,3,groceries,70,Dallas,20,0
36.1,13,groceries,33,Philadelphia,22,0
69.29,16,travel,22,New York,20,0
20.52,19,gas,90,Los Angeles,24,0
27.35,17,electronics,63,Houston,20,1
110.19,10,utilities,31,Houston,10,0
25.55,20,dining,61,Los Angeles,19,0
270.88,13,travel,80,San Diego,29,1
35.36,8,dining,69,Los Angeles,17,0
3.45,14,dining,43,Chicago,25,0
42.66,11,utilities,70,Houston,16,0
29.4,9,electronics,46,Dallas,20,0
72.95,18,groceries,36,San Jose,26,0
39.38,23,entertainment,64,New York,27,0
17.49,18,dining,25,San Diego,27,0
5.9,5,entertainment,40,Phoenix,16,0
16.3,19,electronics,52,San Antonio,19,0
8.58,23,entertainment,70,San Diego,29,0
11.24,5,dining,75,Phoenix,19,0
36.18,7,utilities,22,San Diego,20,0
106.69,0,entertainment,33,San Jose,24,0
29.8,21,electronics,34,San Diego,18,0
6.07,16,electronics,49,Dallas,21,1
31.33,16,gas,69,Los Angeles,21,0
66.46,23,gas,37,Chicago,17,0
10.92,14,utilities,83,New York,16,0
17.57,6,entertainment,18,Houston,20,0
20.38,18,entertainment,75,Phoenix,21,0
9.16,21,gas,61,New York,19,0
38.41,22,groceries,23,San Diego,19,0
17.8,2,travel,67,Los Angeles,21,0
30.56,21,electronics,89,New York,21,1
8.27,10,groceries,37,Los Angeles,19,0
12.97,19,electronics,31,Phoenix,14,0
41.36,18,groceries,22,Dallas,22,0
13.83,8,gas,58,Dallas,21,0
112.95,9,gas,57,Los Angeles,28,0
13.47,1,travel,51,Los Angeles,23,1
25.15,0,groceries,62,Chicago,22,0
51.04,15,electronics,88,San Antonio,29,0
4.86,17,entertainment,88,Chicago,23,0
3.45,22,electronics,44,New York,33,0
4.37,16,dining,61,Philadelphia,20,0
70.99,5,gas,50,Chicago,18,0
11.57,13,utilities,50,New York,14,0
259.36,22,utilities,61,Houston,26,0
11.42,14,gas,37,New York,18,0
24.16,13,dining,53,New York,15,0
93.89,23,utilities,24,Los Angeles,23,0
149.32,21,gas,49,San Jose,23,0
157.83,2,utilities,84,San Diego,19,1
67.25,23,gas,56,Los Angeles,20,0
55.93,22,travel,41,Los Angeles,17,0
36.33,18,entertainment,87,San Jose,20,0
43.74,11,entertainment,71,San Jose,18,0
11.57,1,electronics,55,San Diego,23,1
8.86,2,dining,49,Philadelphia,18,0
20.02,17,gas,62,Houston,13,0
16.94,0,groceries,78,Chicago,23,1
12.77,19,electronics,87,New York,19,0
40.3,20,electronics,70,Chicago,28,0
52.21,5,gas,68,Dallas,15,0
21.94,4,gas,73,Phoenix,31,0
88.02,0,electronics,44,Philadelphia,22,0
6.41,18,electronics,55,Phoenix,18,0
16.55,0,entertainment,79,New York,28,1
9.81,20,groceries,35,San Jose,24,0
3.11,20,electronics,81,New York,16,1
18.49,15,entertainment,47,Houston,15,0
17.78,11,electronics,66,Chicago,17,0
91.24,21,utilities,58,San Diego,24,0
37.74,7,electronics,30,San Antonio,15,0
7.21,15,gas,51,San Antonio,8,0
128.26,0,dining,42,San Diego,17,1
68.1,3,dining,83,San Jose,17,0
35.95,9,electronics,35,San Antonio,20,0
16.01,10,travel,22,San Jose,19,0
7.69,16,utilities,36,Los Angeles,18,0
13.84,22,groceries,59,Houston,22,0
59.67,6,electronics,35,Philadelphia,17,1
132.24,11,groceries,49,Chicago,18,0
94.0,20,utilities,38,Chicago,15,0
12.32,6,electronics,27,Philadelphia,19,0
6.56,11,travel,54,New York,16,0
23.12,14,entertainment,66,New York,27,0
3.43,1,travel,30,Phoenix,15,1
27.75,13,gas,72,New York,15,0
17.33,12,travel,34,San Jose,18,0
12.6,3,entertainment,26,San Diego,21,0
4.08,13,gas,61,Los Angeles,18,0
33.57,13,entertainment,63,Philadelphia,18,0
11.79,15,dining,25,San Jose,21,0
6.23,6,entertainment,54,San Jose,11,0
1.14,18,electronics,36,Phoenix,18,0
19.54,1,groceries,80,San Jose,18,0
118.19,9,dining,63,Houston,26,0
105.77,17,dining,88,New York,22,0
12.72,16,groceries,43,Chicago,19,0
11.0,4,dining,63,Houston,21,1
32.1,11,entertainment,63,Los Angeles,19,0
7.4,5,travel,31,Los Angeles,13,0
27.16,21,utilities,80,Los Angeles,15,0
43.21,8,entertainment,89,New York,12,0
68.51,19,gas,20,San Jose,20,0
18.17,0,gas,45,Los Angeles,26,0
16.38,21,travel,46,Philadelphia,18,0
8.35,14,travel,35,Chicago,16,1
8.79,20,dining,52,San Jose,22,0
16.01,5,electronics,64,Phoenix,19,0
29.0,18,electronics,22,New York,21,0
50.08,17,dining,76,San Diego,19,0
9.0,5,dining,76,Houston,16,0
89.36,12,groceries,64,Dallas,20,0
15.32,0,groceries,30,Houston,17,0
19.66,22,utilities,50,Los Angeles,23,0
9.51,22,utilities,79,Chicago,21,0
1.78,12,utilities,33,Phoenix,23,0
48.62,6,utilities,61,San Jose,22,0
41.97,14,travel,75,Philadelphia,16,0
15.16,11,travel,23,San Antonio,20,0
21.48,0,groceries,32,Houston,17,0
33.65,14,electronics,21,San Antonio,19,0
4.21,3,dining,73,San Jose,17,0
11.83,12,gas,81,Chicago,24,0
44.45,22,electronics,85,San Antonio,17,0
5.73,4,entertainment,51,Houston,23,0
26.94,1,travel,73,San Diego,22,0
5.17,22,utilities,49,Dallas,19,0
32.02,0,utilities,26,San Antonio,15,0
19.38,15,entertainment,80,San Diego,27,0
3.99,22,electronics,89,San Diego,25,1
64.38,5,utilities,50,Los Angeles,22,0
9.64,22,electronics,38,Dallas,16,0
8.93,15,dining,72,Philadelphia,15,0
24.55,13,entertainment,74,Houston,16,0
63.35,2,gas,19,Phoenix,20,0
7.27,14,electronics,30,San Jose,23,0
21.36,2,dining,21,Phoenix,18,0
30.84,22,electronics,67,San Antonio,17,0
40.17,1,electronics,65,Dallas,25,0
23.96,0,utilities,47,San Antonio,12,0
13.92,8,groceries,46,Dallas,19,0
8.78,8,travel,25,Houston,18,0
21.89,22,electronics,29,San Jose,18,0
6.87,6,electronics,58,San Jose,32,1
1.08,2,electronics,43,Houston,19,0
31.08,17,groceries,67,Philadelphia,13,0
49.6,10,dining,19,San Diego,18,0
1.89,6,gas,72,Dallas,17,0
7.32,8,gas,73,New York,17,0
37.31,0,entertainment,31,New York,21,0
157.2,13,utilities,23,San Diego,16,1
20.51,19,groceries,78,San Antonio,21,0
9.7,5,dining,29,Dallas,16,0
16.73,6,electronics,30,Chicago,26,0
79.43,9,dining,36,San Jose,22,0
10.53,6,groceries,61,Phoenix,26,0
9.03,1,groceries,76,Chicago,20,0
12.39,3,groceries,54,Phoenix,23,1
7.74,20,entertainment,42,San Jose,15,0
22.71,16,travel,33,New York,25,0
101.97,0,utilities,55,Houston,21,0
27.75,9,entertainment,60,Philadelphia,19,0
15.61,18,entertainment,31,Los Angeles,23,0
15.0,14,travel,23,San Antonio,17,0
4.21,9,entertainment,40,San Diego,19,0
48.58,18,groceries,77,New York,22,0
18.58,11,groceries,29,Houston,21,0
16.77,23,dining,30,Houston,24,0
489.36,15,electronics,23,Phoenix,22,0
27.08,8,entertainment,80,Houston,20,0
9.47,14,electronics,55,Dallas,15,0
13.11,16,utilities,67,San Antonio,30,0
63.34,13,gas,69,Los Angeles,22,0
22.49,17,groceries,57,New York,25,0
4.77,1,dining,25,Dallas,23,0
50.36,3,utilities,78,New York,20,0
10.3,17,dining,25,Philadelphia,18,0
130.75,6,gas,51,Los Angeles,10,0
59.15,12,gas,77,Houston,23,0
12.84,14,travel,74,Philadelphia,22,0
72.31,22,groceries,63,Phoenix,18,0
21.5,21,utilities,39,Philadelphia,15,0
47.12,0,travel,57,Chicago,18,1
32.61,10,gas,62,Phoenix,22,0
8.62,9,utilities,72,Los Angeles,22,0
10.55,4,dining,68,San Antonio,15,0
56.26,15,travel,22,Chicago,22,0
14.37,10,travel,30,New York,19,0
13.41,20,groceries,45,San Diego,16,0
7.73,5,electronics,79,San Diego,16,0
30.68,8,dining,41,Chicago,18,0
157.99,12,dining,24,San Antonio,16,0
6.91,23,travel,55,Dallas,21,0
20.58,7,travel,54,San Diego,15,1
82.45,13,groceries,85,Chicago,21,0
18.55,23,electronics,59,Los Angeles,19,0
31.58,0,dining,22,San Jose,20,0
6.94,16,gas,81,San Antonio,20,0
30.82,23,entertainment,67,San Antonio,21,0
16.66,4,entertainment,32,Dallas,14,0
53.82,1,electronics,90,Phoenix,20,1
65.85,23,utilities,70,Houston,19,0
267.62,8,groceries,42,San Diego,25,0
35.86,3,electronics,26,Houston,18,0
27.82,16,entertainment,55,Houston,22,0
24.4,16,travel,39,Los Angeles,25,0
14.11,20,entertainment,66,New York,30,0
28.18,17,travel,85,Houston,14,0
14.95,15,groceries,32,San Antonio,7,0
23.77,7,travel,82,Dallas,19,0
75.01,10,electronics,71,Dallas,26,0
7.34,20,travel,47,San Jose,21,0
62.8,20,utilities,37,New York,16,0
74.97,17,electronics,50,Phoenix,24,0
17.85,22,groceries,24,San Antonio,26,0
2.41,23,electronics,25,San Antonio,16,0
10.94,9,utilities,45,San Jose,23,0
73.48,12,groceries,62,Philadelphia,21,0
19.63,16,entertainment,90,San Jose,21,0
7.39,17,utilities,28,Houston,22,0
12.12,9,groceries,48,Chicago,28,0
46.55,15,gas,29,Dallas,17,0
34.7,19,travel,68,San Jose,17,1
15.82,4,electronics,61,Houston,21,0
13.92,12,groceries,67,San Diego,23,0
13.58,17,electronics,34,New York,24,0
7.99,16,travel,52,San Antonio,24,0
101.03,8,groceries,18,Philadelphia,22,0
14.55,13,entertainment,46,New York,22,0
67.84,16,gas,68,Houston,25,0
91.96,3,gas,81,Phoenix,14,0
54.51,17,utilities,21,San Diego,23,0
13.04,19,groceries,45,Houston,21,0
30.08,23,travel,33,Chicago,23,1
19.61,23,groceries,80,Los Angeles,20,0
8.14,14,electronics,70,Houston,17,0
27.78,10,dining,34,San Jose,17,0
6.18,11,groceries,57,Houston,17,0
65.87,8,gas,30,San Jose,22,0
12.62,12,gas,69,Phoenix,23,0
24.56,14,gas,75,San Antonio,7,0
26.66,14,entertainment,54,Dallas,24,0
15.5,4,groceries,78,Los Angeles,21,0
36.11,22,utilities,51,Phoenix,16,0
12.49,18,groceries,87,San Jose,20,0
48.0,19,dining,34,Dallas,25,0
5.23,13,gas,37,Chicago,20,0
22.79,16,electronics,90,New York,16,0
139.62,17,gas,76,Los Angeles,25,0
7.39,20,groceries,86,Philadelphia,24,0
10.2,2,entertainment,50,Phoenix,24,0
33.58,1,travel,34,New York,15,1
24.04,0,groceries,74,New York,22,0
28.52,9,groceries,18,Houston,19,0
32.76,18,utilities,30,Houston,20,0
37.89,16,entertainment,44,Philadelphia,15,0
60.93,11,dining,87,Philadelphia,24,0
30.26,0,travel,76,San Jose,20,0
15.78,11,gas,23,Philadelphia,24,0
39.35,16,electronics,40,New York,22,0
134.27,23,groceries,27,San Jose,21,0
17.59,2,dining,68,Dallas,19,0
7.58,10,travel,36,San Antonio,18,0
60.77,16,electronics,68,San Antonio,12,0
17.81,22,dining,85,San Antonio,20,0
2.29,2,entertainment,59,Los Angeles,18,0
46.87,7,entertainment,74,Los Angeles,21,0
11.76,19,travel,85,Philadelphia,18,1
18.35,3,gas,55,San Antonio,14,0
27.99,20,electronics,79,Chicago,20,0
24.3,21,entertainment,24,Houston,19,0
40.83,6,travel,88,Chicago,23,0
12.99,13,entertainment,67,San Antonio,22,0
33.55,13,entertainment,69,San Antonio,27,0
15.49,3,dining,43,Houston,21,0
42.05,15,dining,43,San Antonio,18,0
37.17,23,entertainment,36,Phoenix,20,0
7.88,21,utilities,26,New York,16,0
59.5,0,dining,78,San Jose,16,0
11.75,16,electronics,37,Houston,20,0
45.06,9,travel,67,San Antonio,21,0
29.0,21,travel,39,Los Angeles,13,0
126.24,15,gas,30,Los Angeles,21,0
16.06,15,electronics,29,New York,21,0
14.16,7,electronics,27,Los Angeles,23,0
19.7,6,electronics,82,San Jose,21,0
14.83,5,gas,47,San Diego,22,0
44.7,15,electronics,25,San Diego,24,0
3.99,19,groceries,38,San Diego,18,0
7.0,15,gas,39,New York,27,0
6.9,6,travel,35,New York,23,0
51.95,8,groceries,83,San Jose,25,0
111.12,13,gas,65,Houston,19,0
18.09,10,entertainment,61,Philadelphia,17,0
16.97,13,entertainment,26,San Diego,18,0
21.54,6,travel,84,Los Angeles,25,0
64.19,0,entertainment,71,Chicago,16,0
7.95,12,electronics,43,Philadelphia,20,0
25.49,19,gas,43,San Jose,13,0
53.26,2,groceries,51,Houston,16,1
33.15,19,electronics,25,Los Angeles,20,0
24.28,3,entertainment,27,San Antonio,23,1
54.66,10,dining,65,Houston,20,0
1.35,1,groceries,72,San Diego,16,1
39.56,13,electronics,71,San Diego,21,0
10.44,11,gas,57,San Antonio,23,0
3.22,16,travel,32,San Jose,12,1
33.49,11,electronics,35,Dallas,17,0
79.33,11,dining,40,Houston,19,0
17.51,0,entertainment,79,San Antonio,18,1
52.08,12,groceries,63,San Jose,27,0
100.71,13,travel,56,San Jose,30,0
74.81,23,groceries,32,New York,29,0
103.54,1,travel,70,Houston,19,1
42.19,11,gas,81,Los Angeles,22,0
21.66,20,groceries,80,Dallas,23,0
4.05,15,entertainment,33,Phoenix,19,0
15.7,3,gas,87,Chicago,15,0
8.64,7,gas,83,Houston,22,0
176.08,1,travel,30,Philadelphia,15,0
16.85,9,utilities,64,San Jose,15,0
22.72,8,groceries,26,New York,16,0
34.87,22,groceries,80,San Antonio,26,0
20.98,14,electronics,51,San Diego,23,0
109.4,12,travel,46,San Antonio,18,0
10.78,22,dining,54,San Antonio,15,0
24.4,16,utilities,60,Dallas,12,0
9.56,15,entertainment,81,Houston,31,0
5.37,1,electronics,41,San Antonio,15,0
10.89,19,utilities,88,Dallas,21,0
19.36,19,travel,51,Phoenix,23,0
13.07,13,utilities,65,Los Angeles,25,0
10.05,2,gas,29,Phoenix,20,0
4.92,22,groceries,40,Houston,23,0
18.48,11,gas,30,San Diego,17,0
4.46,7,groceries,62,Phoenix,15,0
42.95,1,electronics,82,Dallas,13,1
21.81,3,travel,64,Dallas,24,0
4.68,13,travel,75,Chicago,30,0
14.74,15,utilities,22,San Jose,17,0
9.47,18,electronics,22,Philadelphia,17,0
27.64,1,travel,77,Philadelphia,12,1
76.74,11,dining,38,Houston,21,0
3.08,13,dining,41,San Jose,18,0
22.53,5,gas,35,Chicago,20,0
17.11,12,groceries,38,New York,23,0
39.3,3,utilities,71,San Antonio,25,0
24.86,21,entertainment,27,Phoenix,26,0
9.47,17,groceries,41,San Jose,19,0
14.6,11,electronics,77,San Antonio,28,0
9.06,19,travel,74,New York,28,0
58.91,21,groceries,40,San Diego,21,0
20.52,20,entertainment,39,Chicago,17,0
134.45,18,entertainment,85,San Antonio,23,0
18.9,7,dining,51,Chicago,17,0
9.89,6,electronics,87,Chicago,20,0
4.42,15,groceries,45,San Jose,24,0
3.31,18,utilities,56,Dallas,25,0
4.12,5,groceries,59,Los Angeles,22,0
26.24,19,dining,40,Houston,20,0
33.41,20,gas,87,Philadelphia,18,0
4.13,10,entertainment,19,Chicago,20,0
49.16,4,electronics,41,San Jose,13,1
12.39,15,electronics,34,San Jose,20,0
23.26,6,utilities,82,San Antonio,16,0
100.71,4,electronics,87,San Antonio,12,0
49.25,10,dining,86,Phoenix,21,0
15.36,14,dining,77,Chicago,20,0
8.24,2,dining,67,Los Angeles,21,1
2.34,4,electronics,29,Houston,16,0
9.78,22,electronics,64,Houston,20,0
16.26,20,dining,84,San Diego,20,0
7.48,4,electronics,82,San Diego,23,1
17.61,8,electronics,44,Phoenix,16,0
21.69,14,entertainment,65,Philadelphia,27,0
16.04,2,groceries,79,San Diego,25,0
10.49,5,travel,61,New York,23,0
23.78,16,electronics,36,Phoenix,18,0
31.25,20,travel,76,Houston,21,0
6.75,7,gas,25,Houston,21,0
82.35,20,travel,72,Los Angeles,14,0
18.2,10,entertainment,64,San Jose,19,0
20.47,5,electronics,19,New York,21,0
40.78,7,dining,56,Philadelphia,24,0
25.36,9,travel,62,San Antonio,13,1
52.1,23,electronics,49,Phoenix,32,0
26.77,2,utilities,82,San Diego,23,0
10.89,22,gas,55,Dallas,18,0
28.83,13,dining,28,Los Angeles,22,0
6.4,22,utilities,27,Houston,12,0
22.39,13,utilities,76,Dallas,23,0
19.43,9,travel,72,Phoenix,23,1
16.31,11,utilities,37,Chicago,19,0
17.66,5,entertainment,34,Philadelphia,22,0
3.06,11,entertainment,85,Chicago,12,0
11.6,22,travel,22,Phoenix,21,0
22.04,13,electronics,77,Chicago,16,0
23.57,1,groceries,40,Philadelphia,15,0
7.19,8,electronics,63,San Jose,20,0
71.22,9,electronics,69,Phoenix,14,0
8.45,16,electronics,27,Dallas,19,0
52.96,16,electronics,63,Chicago,24,0
30.79,2,dining,45,Philadelphia,22,0
10.53,18,groceries,60,San Diego,21,0
118.55,0,dining,43,San Antonio,24,0
6.09,11,utilities,72,Philadelphia,21,0
50.36,6,gas,65,Los Angeles,25,0
54.63,3,electronics,46,San Antonio,23,0
10.27,9,gas,44,San Diego,18,0
80.84,12,entertainment,35,New York,20,0
15.64,1,travel,77,Dallas,24,0
26.81,9,travel,86,Houston,25,0
26.06,20,dining,38,San Diego,23,0
17.56,21,dining,41,San Jose,21,0
45.19,3,entertainment,20,San Antonio,21,0
44.41,17,electronics,79,San Jose,25,0
3.5,4,gas,19,San Antonio,19,1
74.02,18,gas,83,Los Angeles,19,0
3.81,1,groceries,59,New York,19,0
56.4,11,utilities,51,Houston,16,0
61.97,16,travel,59,Los Angeles,15,0
6.75,9,utilities,37,San Diego,18,0
13.32,1,groceries,85,San Jose,14,0
6.65,5,dining,62,San Antonio,13,0
16.2,7,gas,59,San Diego,13,0
14.76,18,travel,64,Philadelphia,21,1
43.8,10,utilities,22,New York,19,0
74.46,11,dining,66,Dallas,13,0
81.1,8,groceries,54,Philadelphia,20,0
11.45,1,utilities,51,San Jose,23,0
16.29,7,gas,90,New York,23,0
3.73,10,electronics,87,New York,22,0
8.97,20,dining,35,San Diego,23,0
52.71,3,groceries,36,Philadelphia,21,1
101.05,9,utilities,57,San Diego,28,0
5.85,20,gas,34,San Diego,34,0
11.11,19,electronics,77,San Diego,21,0
19.56,15,electronics,59,San Jose,20,0
26.58,7,groceries,89,San Antonio,21,1
8.94,3,entertainment,82,San Antonio,23,0
30.69,9,gas,70,San Jose,24,0
12.51,11,gas,24,Houston,16,0
19.8,13,travel,22,Dallas,12,0
34.68,15,groceries,41,Los Angeles,17,0
20.21,21,electronics,45,Dallas,20,0
12.98,17,electronics,79,San Jose,15,0
18.0,20,groceries,34,Chicago,19,0
18.39,21,entertainment,37,Los Angeles,21,0
13.87,20,travel,20,Houston,24,0
15.51,11,utilities,54,Phoenix,24,0
99.35,17,groceries,32,Los Angeles,27,0
35.2,6,travel,68,New York,17,0
14.95,19,gas,65,San Jose,17,0
40.32,23,travel,25,Phoenix,20,1
14.38,22,dining,30,Dallas,20,0
64.92,6,electronics,65,Phoenix,16,0
29.07,8,utilities,20,San Jose,20,0
18.04,0,groceries,82,Dallas,14,0
31.43,5,electronics,90,San Jose,18,0
4.18,5,dining,48,Philadelphia,18,0
6.51,21,dining,43,Chicago,18,0
6.09,11,electronics,73,Houston,22,0
23.17,21,entertainment,51,Houston,23,0
113.58,11,travel,26,New York,19,0
187.04,9,groceries,79,Chicago,21,0
38.02,22,groceries,30,Chicago,21,0
33.14,5,groceries,86,New York,19,0
3.32,16,electronics,58,Dallas,11,0
11.67,18,gas,18,New York,25,0
9.14,17,entertainment,64,Dallas,15,0
10.8,5,utilities,21,New York,21,0
16.98,23,dining,80,Los Angeles,24,0
12.53,18,electronics,69,Los Angeles,20,0
2.78,9,gas,27,Philadelphia,20,0
42.43,23,utilities,45,San Antonio,27,0
6.87,7,dining,23,New York,18,0
25.51,20,dining,44,Chicago,21,0
159.83,23,entertainment,29,Los Angeles,20,0
8.01,5,travel,79,San Diego,21,0
1.6,20,groceries,69,Dallas,24,0
15.09,6,utilities,65,Los Angeles,23,0
60.4,23,electronics,84,Los Angeles,16,0
142.36,0,utilities,63,San Jose,23,0
5.87,17,travel,32,Dallas,24,0
33.01,23,groceries,88,Houston,19,0
12.61,19,utilities,53,Phoenix,19,0
18.07,11,travel,31,Dallas,22,0
282.69,15,electronics,20,Philadelphia,24,1
4.47,9,entertainment,84,San Jose,22,0
25.89,9,gas,36,Dallas,17,0
32.06,13,dining,71,Dallas,17,0
59.49,19,electronics,86,San Antonio,24,0
22.15,9,groceries,27,San Jose,21,0
27.33,9,dining,50,Dallas,28,0
13.58,10,gas,30,Phoenix,22,1
26.29,22,electronics,68,Phoenix,16,0
14.25,1,electronics,49,San Diego,17,0
37.4,19,electronics,41,San Jose,18,0
13.88,7,electronics,52,Houston,32,0
29.29,22,dining,87,Dallas,23,0
19.51,6,groceries,57,San Antonio,16,0
61.93,7,gas,71,San Antonio,18,0
19.08,0,travel,61,Chicago,22,0
3.41,20,utilities,79,Houston,24,0
70.95,1,entertainment,85,San Antonio,26,0
8.12,17,gas,50,Phoenix,18,0
10.45,14,utilities,73,Chicago,23,0
11.07,0,utilities,53,New York,24,0
79.4,4,entertainment,71,San Antonio,17,0
2.37,1,gas,36,Philadelphia,13,0
463.01,19,dining,60,San Jose,16,0
57.75,2,groceries,29,San Antonio,15,0
25.11,18,entertainment,28,Los Angeles,20,0
19.01,17,groceries,87,Houston,20,0
26.72,21,dining,29,Los Angeles,28,0
33.82,17,utilities,58,San Diego,18,0
38.29,13,groceries,42,San Antonio,14,0
35.01,23,dining,20,New York,21,0
21.97,7,dining,20,Los Angeles,12,0
16.49,11,travel,45,Los Angeles,19,0
17.27,20,entertainment,40,Houston,19,0
16.53,9,travel,65,Chicago,20,0
62.41,22,utilities,84,New York,27,0
36.36,19,entertainment,59,Los Angeles,16,0
1.06,16,utilities,57,Dallas,14,0
38.7,10,travel,23,New York,17,0
24.4,1,gas,37,Dallas,20,0
19.71,3,dining,28,San Antonio,17,0
13.62,0,utilities,44,Los Angeles,30,0
61.81,14,entertainment,38,Los Angeles,11,0
51.81,12,entertainment,30,Phoenix,14,0
9.27,7,utilities,52,Phoenix,22,0
30.18,3,entertainment,64,Houston,19,0
7.6,9,dining,45,San Jose,19,0
5.06,18,gas,38,San Jose,24,0
10.73,17,dining,35,Chicago,20,0
47.58,4,entertainment,48,Houston,18,0
52.1,18,utilities,77,San Jose,18,0
33.55,22,travel,54,Houston,23,0
41.48,21,entertainment,38,Los Angeles,21,0
33.66,15,entertainment,31,Phoenix,23,0
10.58,0,entertainment,77,Phoenix,26,0
30.94,11,entertainment,40,Phoenix,19,0
